STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
404216,BROKEN RIVER @ GOORAMBAT (CASEY WEIR H. GAUGE),BROKEN @ CASEY WEIR,156.91399999999999,AHD,1924,55,405193,5962993,UTM,-36.473534880000003,145.94173929999999,WGS84,9,0,1,Y,Y,1,1888-02-07,,404
404217,BROKEN CREEK (CHANNEL) @ CASEY WEIR (NEAR GOORAMBAT),BROKEN @ CASEY WEIR,156.28899999999999,AHD,0,55,405165.70600000001,5963036.5089999996,UTM,-36.473140000000001,145.94144,WGS84,9,0,1,Y,N,1,1885-01-01,,404
404218,BROKEN RIVER @ LAKE NILLAHCOOTIE (HEAD GAUGE),BROKEN NILLAHCOOTIE,0,AHD,422,55,411674,5920772,UTM,-36.854716070000002,146.0092056,WGS84,9,0,1,Y,Y,1,1967-05-01,,404
404222,BROKEN RIVER @ ORRVALE,BROKEN @ ORRVALE,108.339,AHD,2508,55,361042,5967072,UTM,-36.431388499999997,145.44978330000001,WGS84,9,0,1,Y,N,1,1977-06-23,,404
404224,BROKEN RIVER @ GOWANGARDIE,BROKEN @ GOWANGARDIE,0,,2396,55,380713,5967113,UTM,-36.433666590000001,145.66918150000001,WGS84,9,0,1,Y,Y,1,1928-01-20,,404
404226,BROKEN RIVER @ LAKE MOKOAN DIVERSION WEIR,BROKEN @ MOKOAN,0,,882,55,409044,5947231,UTM,-36.615981720000001,145.98285917000001,WGS84,9,182,1,Y,N,1,1970-09-16,,404
404227,BROKEN RIVER REGULATOR @ BROKEN RIVER BY-PASS CHANNEL,BROKEN REGULATOR,0,,0,55,408856.79999999999,5947266.9000000004,MGA94,-36.615639999999999,145.98077000000001,GDA94,1,0,1,n,N,1,1970-09-16,,404
404234,WHISKEY CREEK U/S MCCALLSAY RESERVOIR,WHISKEY CK U/S MCCAL,0,ARB,0,55,429405,5927824,UTM,-36.792632759999996,146.20868200000001,WGS84,9,478,NOT,Y,N,1,1997-08-20,,404
404235,RYANS CREEK U/S MCCALLSAY RESERVOIR,RYANS CK U/S MCCALL,0,ARB,0,55,430299,5924928,UTM,-36.8188125,146.21849222,WGS84,9,513,1,Y,N,1,1997-10-29,,404
404238,BROKEN CREEK @ WALSH'S BRIDGE,BROKEN C WALSH'S BR,100.962,AHD,0,55,349828.55300000001,6003788.5120000001,UTM,-36.098821999999998,145.33178599999999,WGS84,1,107,1,n,N,1,2009-12-21,,404
404239,BROKEN CREEK @ WAGGARANDALL WEIR,BROKEN CK WAGGARANDA,0,ARB,0,55,395323,5982914,UTM,-36.292950019999999,145.83427090000001,WGS84,9,142,9,Y,N,1,2005-05-25,,404
404241,BROKEN R @ CASEY'S WEIR FISH LADDER,BROKEN R CASEY'S F/L,0,ARB,0,55,405177.09999999998,5962986,UTM,-36.473627780000001,145.94141070000001,WGS84,9,0,1,N,N,1,2005-10-26,,404
404242,BROKEN R @ CASEY'S WEIR COMBINED FLOW,BROKEN R CASEY'S C/F,0,,0,55,405163,5963044,UTM,-36.473072209999998,145.94141071999999,WGS84,9,166,9,Y,N,1,1894-01-01,,404
404243,BROKEN RIVER @ D/S BACK CREEK JUNCTION,BROKEN R D/S BACK C,0,ARB,0,55,411795,5921810,UTM,-36.845371589999999,146.01068330000001,WGS84,9,290,1,Y,N,1,2008-05-28,,404
404245,MT SAMARIA CREEK @ WARNOCK ROAD,MT SAMARIA CK WARNOK,0,ARB,0,55,413350,5929150,UTM,-36.779566969999998,146.02896939999999,GDA94,,0,,N,N,1,2010-04-29,,404
404246,LIMA CREEK D/S MIDLAND HWY SWANPOOL,LIMA CK @ SWANPOOL,0,ARB,180.5,55,410083.815,5935509.7470000004,UTM,-36.721730000000001,145.99311,WGS84,9,0,,N,N,1,2010-04-30,,404
404247,RYANS CREEK U/S LOOMBAH RESERVOIR,RYANS C U/S LOOMBAH,,,,55,430900.96600000001,5934753.6310000001,MGA94,-36.730416669999997,146.2261278,GDA94,,0,NOT,N,N,1,2017-04-26,,404
404248,BROKEN CK AT NUMURKAH,BROKEN CK @ NUMURKAH,,,,55,359798,6004410,MGA94,-36.094836549999997,145.44259819999999,GDA94,,0,,N,N,1,2016-09-08,,404
404250,BROKEN CREEK @ LARISSA ROAD,,,,,55,373373.19439253781,6018695.912403916,MGA94,-35.967939999999999,145.59564,GDA94,GM,0,,N,N,1,,,404
404251,NINE MILE CREEK @ SELLICKS ROAD,,,,,55,363770.77485000214,6000451.3199897613,MGA94,-36.131079999999997,145.48603,GDA94,GM,0,,N,N,1,,,404
404707,MOKOAN CHANNEL @ DROP STRUCTURE RD. 10668.0 M.,MOKOAN @ DROP STRUCT,0,AHD,0,55,413049,5953610,UTM,-36.558857039999999,146.0283613,WGS84,9,0,1,N,N,1,1971-04-01,,404
404708,TATONG PROJECT PIPE EC @ TATONG,TATONG PIPE EC,0,,0.89400000000000002,55,419807,5939265,UTM,-36.688752360000002,146.10237205000001,WGS84,9,0,1,n,N,1,1992-04-29,,404
404713,MUCKATAH MAIN DRAIN U/S NARING HALL ROAD,MUCKATAH U/S NARING,0,ARB,0,55,363969,6008872,UTM,-36.055090120000003,145.4896932,WGS84,9,0,0,Y,Y,1,2003-04-29,,404
404714,MUCKATAH CREEK @ KATAMATITE EAST SCHOOL RD,,,,,55,388271.99513468263,6011900.7870441694,MGA94,-36.031010000000002,145.75988000000001,GDA94,GM,0,,N,N,1,,,404
404809,RAIN GAUGE (BROKEN CREEK) @ GOORAMBAT,,,,,55,401118.11718442169,5970625.8362243585,MGA94,-36.404449999999997,145.89723000000001,GDA94,GM,0,,N,N,1,,,404
404810,RAIN GAUGE (BROKEN CREEK) @ DOOKIE WATER STORAGE,,,,,55,373905.98999999999,5981902.0499999998,MGA94,-36.29963348378967,145.59564998031902,GDA94,GM,0,,N,N,1,,,404
405200,GOULBURN RIVER @ MURCHISON,GOULBURN @ MURCHISON,108.679,AHD,10772,55,340787,5946120,UTM,-36.617034910000001,145.2195882,WGS84,9,0,1,Y,Y,1,1881-06-14,,405
405201,GOULBURN RIVER @ TRAWOOL,GOULBURN @ TRAWOOL,138.93000000000001,AHD,7335,55,340251,5893439,UTM,-37.091611499999999,145.20251339999999,WGS84,9,153,9,Y,Y,1,1908-01-01,,405
405202,GOULBURN RIVER @ SEYMOUR,GOULBURN @ SEYMOUR,130.244,AHD,8601,55,331777,5901234,UTM,-37.019900040000003,145.1089547,WGS84,9,140,9,Y,N,1,1957-12-19,,405
405203,GOULBURN RIVER @ EILDON,GOULBURN @ EILDON,205.72900000000001,AHD,3911,55,401492,5877157,UTM,-37.246795200000001,145.88929350000001,WGS84,9,0,1,Y,Y,1,1916-01-01,,405
405204,GOULBURN RIVER @ SHEPPARTON,GOULBURN SHEPPARTON,100.127,AHD,16125,55,355904,5972715,UTM,-36.379777310000001,145.39353120000001,WGS84,9,0,1,Y,Y,1,1921-06-08,,405
405205,MURRINDINDI RIVER @ MURRINDINDI ABOVE COLWELLS,MURRINDINDI COLWELLS,0,ARB,108,55,372925,5858254,UTM,-37.413672499999997,145.56403510000001,WGS84,9,0,1,Y,Y,1,1939-06-13,,405
405209,ACHERON RIVER @ TAGGERTY,ACHERON @ TAGGERTY,198.17699999999999,AHD,619,55,385937,5869104,UTM,-37.31772866,145.7128865,WGS84,9,204,9,Y,Y,1,1945-12-12,,405
405212,SUNDAY CREEK @ TALLAROOK,SUNDAY @ TALLAROOK,153.999,AHD,337,55,327258,5892368,UTM,-37.098954620000001,145.05614410000001,WGS84,9,165,9,Y,Y,1,1945-11-21,,405
405214,DELATITE RIVER @ TONGA BRIDGE,DELATITE @ TONGA,312.76400000000001,AHD,368,55,421247,5887199,UTM,-37.158292770000003,146.11309030000001,WGS84,9,332,9,Y,Y,1,1947-02-06,,405
405215,HOWQUA RIVER @ GLAN ESK,HOWQUA @ GLEN ESK,306.39299999999997,AHD,368,55,429674,5879340,UTM,-37.229673689999998,146.20722653999999,WGS84,9,312,9,Y,Y,1,1947-02-07,,405
405217,YEA RIVER @ DEVLINS BRIDGE,YEA @ DEVLINS,206.75200000000001,AHD,360,55,364820,5861561,UTM,-37.382726750000003,145.4730812,WGS84,9,0,1,Y,N,1,1954-03-26,,405
405218,JAMIESON RIVER @ GERRANG BRIDGE,JAMIESON @ GERRANG,306.52300000000002,AHD,368,55,428012,5872497,UTM,-37.291259529999998,146.18784170000001,WGS84,9,311,1,Y,N,1,1954-07-01,,405
405219,GOULBURN RIVER @ DOHERTYS,GOULBURN @ DOHERTYS,298.435,AHD,694,55,422992,5868052,UTM,-37.330883530000001,146.13073969999999,WGS84,9,308,1,Y,Y,1,1954-08-26,,405
405223,GOULBURN RIVER @ MOLESWORTH,GOULBURN @ MOLESWORT,,,,55,370740,5885855,UTM,-37.164656610000002,145.5441525,WGS84,9,181,9,N,Y,1,1956-10-24,,405
405226,PRANJIP CREEK @ MOORILIM,PRANJIP @ MOORILIM,115.596,AHD,787,55,348630,5945810,UTM,-36.621106359999999,145.3071965,WGS84,9,0,1,Y,N,1,1957-12-10,,405
405227,BIG RIVER @ JAMIESON,BIG @ JAMIESON,296.36099999999999,AHD,619,55,416496,5863930,UTM,-37.367472229999997,146.05695747999999,WGS84,9,306,9,Y,N,1,1958-02-06,,405
405228,HUGHES CREEK @ TARCOMBE ROAD,HUGHES @ TARCOMBE RD,157.85400000000001,AHD,471,55,347180.22100000002,5909163.7240000004,UTM,-36.951082999999997,145.28363899999999,WGS84,9,305,9,Y,N,1,1958-09-16,,405
405229,WANALTA CREEK @ WANALTA,WANALTA @ WANALTA,113.877,AHD,108,55,309643,5943502,UTM,-36.634908760000002,144.870869,WGS84,9,0,1,Y,N,1,1960-05-20,,405
405230,CORNELLA CREEK @ COLBINABBIN,CORNELLA COLBINABBIN,111.443,AHD,259,55,303655,5946783,UTM,-36.604136889999999,144.8047761,WGS84,9,120,1,Y,N,1,1960-05-23,,405
405231,KING PARROT CREEK @ FLOWERDALE,KING PARROT FLOWER'E,258.09199999999998,AHD,181,55,348394,5865238,UTM,-37.347056969999997,145.28836661,WGS84,9,177,9,Y,Y,1,1951-06-25,,405
405232,GOULBURN RIVER @ McCOYS BRIDGE,GOULBURB R MCCOYS BR,91.442999999999998,AHD,16806,55,331204,5994448,UTM,-36.179929600000001,145.12298079999999,WGS84,9,0,,Y,Y,1,1965-08-24,,405
405234,SEVEN CREEKS @ D/S OF POLLY MCQUINN WEIR,SEVEN C MCQUINN WEIR,440.00599999999997,AHD,153,55,382620,5916838,UTM,-36.887007220000001,145.68275299999999,WGS84,9,0,1,Y,Y,1,1965-06-22,,405
405237,SEVEN CREEKS @ EUROA TOWNSHIP,SEVEN CK. @ EUROA,172.89500000000001,AHD,332,55,372053,5934161,UTM,-36.72952128,145.56711428,WGS84,9,160,1,Y,Y,1,1963-05-14,,405
405238,MOLLISON CREEK @ PYALONG,MOLLISON @ PYALONG,247.86699999999999,AHD,163,55,309638,5889623,UTM,-37.120266149999999,144.85729090000001,WGS84,9,0,1,Y,N,1,1966-05-10,,405
405240,SUGARLOAF CREEK @ ASH BRIDGE,SUGARLOAF @ ASH BDG,142.398,AHD,609,55,327071,5896729,UTM,-37.059631570000001,145.0550452,WGS84,9,160,9,Y,Y,1,1966-10-13,,405
405241,RUBICON RIVER @ RUBICON,RUBICON @ RUBICON,0,ARB,129,55,396077,5872257,UTM,-37.290366079999998,145.82756459999999,WGS84,9,0,1,Y,N,1,1922-05-01,,405
405245,FORD CREEK @ MANSFIELD,FORD CK @ MANSFIELD,296.44099999999997,AHD,115,55,415830,5900446,UTM,-37.038317079999999,146.0535892,WGS84,9,299,1,Y,N,1,1970-05-11,,405
405246,CASTLE CREEK @ ARCADIA,CASTLE @ ARCADIA,119.45699999999999,AHD,164,55,352501,5949237,UTM,-36.590831889999997,145.35112789999999,WGS84,9,128,9,Y,Y,1,1970-05-06,,405
405247,STONY CREEK @ TAMLEUGH,STONY @ TAMLEUGH,139.19499999999999,AHD,339,55,377071,5949619,UTM,-36.590872240000003,145.6257751,WGS84,9,0,1,Y,N,1,1970-05-07,,405
405248,MAJOR CREEK @ GRAYTOWN,MAJOR CK @ GRAYTOWN,140.25999999999999,AHD,282,55,314083,5919230,UTM,-36.854447739999998,144.91458950000001,WGS84,9,155,1,Y,N,1,1971-04-19,,405
405251,BRANKEET CREEK @ ANCONA,BRANKEET CK @ ANCONA,311.63299999999998,AHD,121,55,391880,5907886,UTM,-36.968821300000002,145.78545729999999,WGS84,9,317,9,Y,Y,1,1971-05-25,,405
405253,GOULBURN RIVER @ GOULBURN WEIR,GOULBURN @GOUL. WEIR,111.879,AHD,10627,55,336906.87,5935414.3679999998,UTM,-36.71284,145.17393999999999,WGS84,9,0,1,Y,N,1,1967-03-01,,405
405254,TALLANGALLOOK CREEK @ BONNIE DOON,,299.81200000000001,AHD,45,55,400024.79999999999,5903582.5,MGA94,-37.008479999999999,145.87628000000001,WGS84,1,0,,N,Y,1,1967-03-01,,405
405258,GOULBURN RIVER @ LAKE EILDON (HEAD GAUGE),GOULBURN EILDON H.G.,0,AHD,3872,55,405257,5879605,UTM,-37.225123240000002,145.93204940000001,WGS84,9,0,1,Y,Y,1,1922-07-01,,405
405259,GOULBURN RIVER @ GOULBURN WEIR (H.G.),GOULBURN WEIR (H.G.),0,,10627,55,336666,5934889,UTM,-36.717532290000001,145.17113209999999,WGS84,9,0,1,Y,Y,1,1890-06-01,,405
405260,WARANGA BASIN @ HEAD GAUGE,WARANGA @ H. GAUGE,0,,150,55,329070,5957650,UTM,-36.511119780000001,145.09118419999999,WGS84,9,0,1,Y,Y,1,1905-01-01,,405
405264,BIG RIVER @ D/S OF FRENCHMAN CREEK JUNCTION,BIG @ FRENCHMAN,0,ARB,333,55,418355,5847096,UTM,-37.519400150000003,146.07609629999999,WGS84,9,477,1,Y,Y,1,1975-03-20,,405
405269,SEVEN CREEKS @ KIALLA WEST,SEVEN @ KIALLA WEST,106.824,AHD,1505,55,356542,5964189,UTM,-36.456706969999999,145.39906486000001,WGS84,9,0,1,Y,N,1,1977-06-21,,405
405270,GOULBURN RIVER @ KIALLA WEST,GOULBURN @ KIALLA W,101.045,AHD,12038,55,351881,5966093,UTM,-36.438840220000003,145.34743320000001,WGS84,9,122,9,Y,N,1,1977-06-29,,405
405271,GOULBURN RIVER @ SHEPPARTON GOLF CLUB,GOULBURN @ SHEPP,99.971000000000004,AHD,16150,55,353562.47600000002,5974531.2470000004,,-36.363056,145.36777799999999,WGS84,1,0,1,N,N,1,1977-06-08,,405
405274,HOME CREEK @ YARCK,HOME @ YARCK,186.89599999999999,AHD,187,55,376072,5892441,UTM,-37.105955610000002,145.60514620000001,WGS84,9,205,9,Y,N,1,1977-06-09,,405
405276,GOULBURN RIVER @ LOCH GARRY,GOULBURN @ GARRY,96.811000000000007,AHD,16490,55,346071,5987898,UTM,-36.241432969999998,145.28694640000001,WGS84,9,0,1,Y,N,1,1978-02-07,,405
405282,GOULBURN RIVER @ KIRWAN'S BRIDGE,GOULBURN R KIRWAN'S,0,AHD,0,55,333921,5931672,UTM,-36.746041470000002,145.13971129999999,AGD84,9,0,1,Y,N,1,1971-09-23,,405
405287,WESTCOTT CREEK @ MT DISAPPOINTMENT US SUNDAY CK STORAGE,WESTCOOT @ DISAPPOIN,0,ARB,9,55,334429.93599999999,5862841.665,MGA94,-37.366259999999997,145.13024999999999,WGS84,1,0,1,Y,N,1,1987-05-25,,405
405288,SUNDAY CREEK @ MT DISAPPOINTMENT (US SUNDAY CK. STORAGE,SUNDAY @ MT. DISAP.,0,ARB,20,55,334189.58600000001,5862051.0199999996,MGA94,-37.373339999999999,145.12736000000001,WGS84,1,0,1,Y,N,1,1987-05-25,,405
405290,PINE CREEK @ BROADFORD,PINE CK @ BROADFORD,0,AHD,3,55,327081,5871461,UTM,-37.287270579999998,145.04931210000001,WGS84,9,0,1,Y,N,1,1988-06-10,,405
405291,WHITEHEADS CREEK @ WHITEHEADS CREEK,WHITEHEADS CREEK,0,,51,55,340689,5900056,UTM,-37.032067689999998,145.20884219999999,WGS84,9,0,1,Y,N,1,1988-06-09,,405
405294,HONEYSUCKLE CREEK @ U/S OF VIOLET TOWN,H'SUCKLE U/S V.TOWN,0,,23,55,389293,5936324,UTM,-36.712194500000003,145.7604552,WGS84,9,0,1,Y,N,1,1989-04-28,,405
405297,WARRIGAL CREEK @ STEWARTS BRIDGE,WARRIGAL C @ STEWART,0,ARB,0,55,307199.5,6002100.9000000004,,-36.106499999999997,144.8580833,,1,0,1,N,Y,1,1991-03-01,,405
405306,SEVEN CREEKS @ STRATHBOGIE,SEVEN CKS STRATHBOGE,0,,0,55,387100,5919600,MGA94,-36.862699999999997,145.73339999999999,GDA94,1,0,1,Y,N,1,1997-07-09,,405
405307,SEVEN CREEKS @ GALLS GAP ROAD,SEVEN CKS GALLSGAP R,0,,0,55,376986,5917552.5999999996,MGA94,-36.879849999999998,145.61966000000001,GDA94,1,0,1,Y,N,1,1997-07-09,,405
405308,CASTLE CK @ TELFORD BRIDGE,CASTLE CK TELFORD BR,0,ARB,0,55,372464,5928121.2000000002,MGA94,-36.784134999999999,145.57069899999999,GDA94,1,0,1,Y,N,1,1997-07-09,,405
405310,GOULBURN RIVER @ GHIN GHIN,GOULBURN R GHIN GHIN,0,,0,55,355218,5883713,UTM,-37.181680739999997,145.36897529999999,WGS84,9,0,1,Y,N,1,2001-09-04,,405
405313,YEA RIVER @ YEA CARAVAN PARK,YEA R @ CARAVAN PK,,,,55,360874,5880377,UTM,-37.212600369999997,145.43204840000001,WGS84,9,0,1,N,Y,1,2000-10-11,,405
405315,GOULBURN RIVER @ MOOROOPNA WATT'S BRIDGE,GOULBURN R MOOROOPNA,,,,55,353249,5971060,UTM,-36.394289909999998,145.36362990000001,WGS84,9,0,1,N,Y,1,2005-07-18,,405
405321,DELATITE R @ SAWMILL SETTLEMENT,DELATITE R SAWMILL,0,ARB,58.200000000000003,55,443950,5893200,AMG66,-37.105699999999999,146.36920000000001,AGD66,1,0,1,N,N,1,2007-05-15,,405
405323,GOULBURN RIVER @ TAHBILK WINERY,GOULBURN @ TAHBILK,0,AHD,0,55,329178,5922783,UTM,-36.825286269999999,145.08461745,WGS84,9,135,9,Y,N,1,2008-06-17,,405
405327,NINE MILE CREEK U/S GVW DAM NEAR LONGWOOD,9 MILE C U/S GVW DAM,0,ARB,0,55,364067,5917665,UTM,-36.876883450000001,145.47467449999999,GDA94,,338,9,N,N,1,2009-11-12,,405
405328,STEAVENSON RIVER @ FALLS ROAD MARYSVILLE,STEAVENSON R @ FALLS,0,,0,55,391625,5846090,MGA94,-37.525797590000003,145.7735031,GDA94,9,0,,N,N,1,2009-11-17,,405
405329,GOULBURN RIVER @ KILLINGWORTH,GOULB @ KILLINGWORTH,0,,0,55,359908,5885762,UTM,-37.163933249999999,145.42217539999999,WGS84,,166,9,N,N,1,2009-12-09,,405
405335,KILMORE CREEK U/S WASTE WATER TREATMENT PLANT,KILMORE CK U/S WWTP,,,,55,318041,5873248,MGA94,-37.269577929999997,144.94781699999999,GDA94,,0,,y,N,1,2014-12-08,,405
405336,Sevens Ck @ Abbinga Reservoir,Abbinga Res,,,,55,377179,5952507,MGA94,-36.564985001332552,145.62743575604676,GDA94,9,190.12,SGI,N,N,1,,,405
405601,LAKE GREEN @ COROP,LAKE GREEN,0,AHD,0,55,304738,5967800,UTM,-36.4150256,144.82218950000001,WGS84,9,102,9,N,Y,1,1967-05-03,,405
405602,LAKE COOPER @ COROP,LAKE COOPER,0,AHD,0,55,302276,5961398,UTM,-36.472194440000003,144.793115,WGS84,9,0,1,n,y,1,2006-10-12,,405
405700,STUART MURRAY CHANNEL @ OFFTAKE,STUART @ OFFTAKE,122.179,AHD,0,55,336494,5935026,UTM,-36.716268290000002,145.16923639999999,WGS84,9,0,1,Y,N,1,1892-01-01,,405
405702,CATTANACH CHANNEL @ WARANGA INLET,CATTANACH @ WARANGA,121.337,AHD,0,55,332486,5949333,UTM,-36.586662339999997,145.12750550000001,WGS84,9,0,1,Y,N,1,1957-01-01,,405
405704,EAST GOULBURN MAIN CHANNEL @ 8 KM FLUME,E GOLB M CH 8KM FLUM,0,,0,55,344338.995,5939521.9649999999,,-36.677075000000002,145.25795299999999,WGS84,1,0,1,Y,N,1,1958-01-01,,405
405705,WARANGA WESTERN CHANNEL @ 0 MILE 40 CHAIN STRUCTURE,W.W.C. @ 0MILE 40CH,0,,0,55,322531,5954283,UTM,-36.540264880000002,145.01742619999999,WGS84,9,0,1,Y,N,1,1928-01-01,,405
405708,CENTRAL GOULBURN (CUSSAN) @ NO 3 CH O/TAKE MEAS WEIR,CEN GOULB NO3 CH O/T,0,,0,55,340316,5952557,UTM,-36.558954640000003,145.21565960000001,WGS84,9,0,1,Y,N,1,1943-05-01,,405
405709,CENTRAL GOULBURN(WILSON) @ NO.4CH O/TAKE MEASURING WEIR,C GOULB NO4 OFFTAKE,0,,0,55,338679,5956329,UTM,-36.52469146,145.19816470000001,WGS84,9,0,1,Y,N,1,1943-06-01,,405
405710,CENTRAL GOULBURN (BRAY) @ NO 6CH - OFFTAKE MEAS. WEIR,CEN. GOULB @ NO. 6CH,0,,0,55,336973,5957769,UTM,-36.511426909999997,145.1794227,WGS84,9,0,1,Y,N,1,1943-06-01,,405
405712,CENTRAL GOULBURN @ NO. 8CH. - OFFTAKE MEASURING WEIR,CEN. GOULB @ NO. 8CH,114.161,AHD,0,55,329180,5957773,UTM,-36.510031179999999,145.09243910000001,WGS84,9,102,9,Y,N,1,1928-04-01,,405
405714,CENTRAL GOULBURN @ NO.9 CH - OUTFALL NO. VI,GOULB.CH.NO.9 O/F 6,0,,0,55,325953,5987703,UTM,-36.239775389999998,145.0631214,WGS84,9,0,1,Y,N,1,1967-09-01,,405
405717,CENTRAL GOULBURN NO 9 CHANNEL @ OFFTAKE,CEN. GOULB @ OFFTAKE,0,AHD,0,55,322747,5954538,UTM,-36.538007489999998,145.01989649999999,WGS84,9,126,9,Y,N,1,1928-01-01,,405
405720,RODNEY MAIN DRAIN @ WELLS CREEK,RODNEY MAIN @ WELLS,98.284999999999997,AHD,0,55,332845,5993771,UTM,-36.186314639999999,145.1410759,WGS84,9,0,1,Y,Y,1,1977-05-27,,405
405730,TOOLAMBA COMMUNITY DRAIN @ D/S MURCHISON-MOOROOPNA RD,TOOLAMBA COM. DRAIN,0,ARB,0,55,348735,5958797,UTM,-36.504095509999999,145.3109206,WGS84,9,0,1,Y,N,1,1991-05-31,,405
405738,E.G.M. CHANNEL @ BROKEN CK OUTFALL (KATANDRA WEIR),E.G.M. @ BROKEN CK,112.861,AHD,0,55,375051,6003076,UTM,-36.108817090000002,145.61178090000001,WGS84,9,0,1,Y,Y,1,1991-03-04,,405
405758,SHEPPARTON DRAIN NO 12 U/S GOULBURN VALLEY HIGHWAY,SHEPPARTON DR NO 12,0,ARB,0,55,359138,5994747,UTM,-36.18170207,145.43354690000001,WGS84,9,0,1,Y,Y,1,1997-03-24,,405
405779,SHEPPARTON DRAIN NO 11 D/S HOLMES RD BRIDGE,SHEPPARTON DR 11,0,ARB,0,55,354544,5994780,UTM,-36.180725379999998,145.38248350000001,WGS84,9,0,0,Y,Y,1,2003-03-19,,405
405810,RAINGAUGE (BIG RIVER) @ LOWER FRENCHMANS SPUR,RG LOW. FRENCHMANS,0,,0,55,413030,5846816,UTM,-37.52142748,146.01576689999999,WGS84,9,595,1,Y,N,1,1982-11-18,,405
405825,RAINGAUGE (MOROKO PARK) @ GEOFF SABIRE,RG @ GEOFF SABIRE,,,,55,397582.70000000001,5923856.9000000004,MGA94,-36.825490000000002,145.85158000000001,GDA94,1,0,1,Y,N,1,1997-07-01,,405
405828,RAINGAUGE (ENDERLEE) @ KEN CRIBBERS,RG AT ENDERLEE,,,,55,382381.59999999998,5913180.4000000004,MGA94,-36.919939999999997,145.67950999999999,GDA94,1,0,1,Y,N,1,,,405
405836,RAINGAUGE @ WILLOWMAVIN,R.G.WILLOWMAVIN,0,,0,55,310350.60600000003,5874903.6739999996,UTM,-37.253,144.86157,WGS84,9,0,0,n,N,1,2001-04-12,,405
405837,RAINGAUGE @ MARYSVILLE GOLF CLUB,R.G. MARYSVILLE,0,,0,55,389313,5849379,UTM,-37.495754120000001,145.74784550000001,WGS84,9,0,0,Y,N,1,2001-06-21,,405
406200,COLIBAN RIVER @ MALMSBURY RAIL BRIDGE,COLIBAN @ MALMSBURY,0,,306,55,267474.04999999999,5880659.1370000001,UTM,-37.191459999999999,144.38032000000001,WGS84,9,0,1,n,N,1,1889-05-06,,406
406201,CAMPASPE RIVER @ BARNADOWN,CAMPASPE @ BARNADOWN,132.489,AHD,2528,55,281337,5943460,UTM,-36.629210360000002,144.55450060000001,WGS84,9,0,1,Y,N,1,1881-03-01,,406
406202,CAMPASPE RIVER @ ROCHESTER D/S WARANGA WESTERN CH SYPHN,CAMPASPE - ROCHESTER,103.61499999999999,AHD,3398,55,293648,5976767,UTM,-36.331930980000003,144.7009668,WGS84,9,0,1,Y,N,1,1885-01-01,,406
406207,CAMPASPE RIVER @ EPPALOCK,CAMPASPE @ EPPALOCK,0,,2028,55,279775,5919647,UTM,-36.843320599999998,144.5301809,WGS84,9,170,9,Y,Y,1,1931-04-14,,406
406208,CAMPASPE RIVER @ ASHBOURNE,CAMPASPE @ ASHBOURNE,0,ARB,33,55,274290,5859049,UTM,-37.387732649999997,144.4504776,WGS84,9,0,1,Y,Y,1,1933-04-12,,406
406210,COLIBAN RIVER DOWNSTREAM LAURISTON RESERVOIR,COLIBAN LAURISTON,,,,55,267709,5874029.2999999998,UTM,-37.251217689999997,144.38089969999999,GDA94,1,0,1,N,N,1,1941-08-01,,406
406213,CAMPASPE RIVER @ REDESDALE,CAMPASPE @ REDESDALE,213.053,AHD,629,55,281169,5900607,UTM,-37.015122259999998,144.54029489999999,WGS84,9,0,1,Y,Y,1,1953-11-01,,406
406214,AXE CREEK @ LONGLEA,AXE @ LONGLEA,167.542,AHD,234,55,270463,5927155,UTM,-36.773491880000002,144.42810460000001,WGS84,9,201,1,Y,Y,1,1965-03-10,,406
406215,COLIBAN RIVER @ LYAL,COLIBAN RV LYAL (WQ),0,ARB,717,55,276676.01199999999,5906429.9589999998,UTM,-36.961624999999998,144.49155999999999,WGS84,9,0,1,Y,n,1,1967-06-28,,406
406216,AXE CREEK @ SEDGEWICK,AXE CK @ SEDGEWICK,241.75700000000001,AHD,34,55,264370,5913287,UTM,-36.896878710000003,144.35560100000001,WGS84,9,0,1,Y,N,1,1969-05-08,,406
406218,CAMPASPE RIVER @ CAMPASPE WEIR (HEAD GAUGE),CAMPASPE WEIR,0,AHD,3269,55,290160,5965087,UTM,-36.436388399999998,144.65898150000001,WGS84,9,123,9,Y,N,1,1893-07-01,,406
406219,CAMPASPE RIVER @ LAKE EPPALOCK (HEAD GAUGE),CAMPASPE @ EPPALOCK,0,,2028,55,279890,5918795,UTM,-36.851020699999999,144.5312227,WGS84,9,188,9,Y,Y,1,1963-10-08,,406
406220,COLIBAN RIVER @ MALMSBURY RESERVOIR (HEAD GAUGE),COLIBAN @ MALMSBURY,,,,55,267742.20000000001,5880643.5999999996,AMG66,-37.191666669999996,144.3833333,AGD66,1,0,1,N,N,1,1875-01-01,,406
406221,COLIBAN RIVER @ UPPER COLIBAN RES. (HEAD GAUGE),COLIBAN @ U. COLIBAN,,,,55,269159.158,5870370.9879999999,AMG66,-37.284520000000001,144.39609999999999,WGS84,1,0,1,N,N,1,1902-09-11,,406
